Title,URL,Source,Publication Date,Summary,Emotion Label,Thematic Label
Chicago daycare worker freed after judge rules ICE arrest unlawful #101,https://www.theguardian.com/article-101/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #101,https://www.propublica.org/article-101/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #101,https://abc7chicago.com/article-101/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #101,https://www.wbez.org/article-101/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #102,https://www.theguardian.com/article-102/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #102,https://www.propublica.org/article-102/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #102,https://abc7chicago.com/article-102/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #102,https://www.wbez.org/article-102/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #103,https://www.theguardian.com/article-103/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #103,https://www.propublica.org/article-103/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #103,https://abc7chicago.com/article-103/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #103,https://www.wbez.org/article-103/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #104,https://www.theguardian.com/article-104/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #104,https://www.propublica.org/article-104/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #104,https://abc7chicago.com/article-104/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #104,https://www.wbez.org/article-104/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #105,https://www.theguardian.com/article-105/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #105,https://www.propublica.org/article-105/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #105,https://abc7chicago.com/article-105/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #105,https://www.wbez.org/article-105/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #106,https://www.theguardian.com/article-106/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #106,https://www.propublica.org/article-106/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #106,https://abc7chicago.com/article-106/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #106,https://www.wbez.org/article-106/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #107,https://www.theguardian.com/article-107/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #107,https://www.propublica.org/article-107/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #107,https://abc7chicago.com/article-107/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #107,https://www.wbez.org/article-107/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #108,https://www.theguardian.com/article-108/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #108,https://www.propublica.org/article-108/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #108,https://abc7chicago.com/article-108/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #108,https://www.wbez.org/article-108/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #109,https://www.theguardian.com/article-109/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #109,https://www.propublica.org/article-109/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #109,https://abc7chicago.com/article-109/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #109,https://www.wbez.org/article-109/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #110,https://www.theguardian.com/article-110/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #110,https://www.propublica.org/article-110/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #110,https://abc7chicago.com/article-110/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #110,https://www.wbez.org/article-110/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #111,https://www.theguardian.com/article-111/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #111,https://www.propublica.org/article-111/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #111,https://abc7chicago.com/article-111/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #111,https://www.wbez.org/article-111/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #112,https://www.theguardian.com/article-112/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #112,https://www.propublica.org/article-112/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #112,https://abc7chicago.com/article-112/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #112,https://www.wbez.org/article-112/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #113,https://www.theguardian.com/article-113/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #113,https://www.propublica.org/article-113/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #113,https://abc7chicago.com/article-113/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #113,https://www.wbez.org/article-113/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #114,https://www.theguardian.com/article-114/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #114,https://www.propublica.org/article-114/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #114,https://abc7chicago.com/article-114/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #114,https://www.wbez.org/article-114/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #115,https://www.theguardian.com/article-115/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #115,https://www.propublica.org/article-115/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #115,https://abc7chicago.com/article-115/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #115,https://www.wbez.org/article-115/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #116,https://www.theguardian.com/article-116/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #116,https://www.propublica.org/article-116/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #116,https://abc7chicago.com/article-116/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #116,https://www.wbez.org/article-116/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #117,https://www.theguardian.com/article-117/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #117,https://www.propublica.org/article-117/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #117,https://abc7chicago.com/article-117/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #117,https://www.wbez.org/article-117/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #118,https://www.theguardian.com/article-118/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #118,https://www.propublica.org/article-118/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #118,https://abc7chicago.com/article-118/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #118,https://www.wbez.org/article-118/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #119,https://www.theguardian.com/article-119/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #119,https://www.propublica.org/article-119/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #119,https://abc7chicago.com/article-119/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #119,https://www.wbez.org/article-119/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #120,https://www.theguardian.com/article-120/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #120,https://www.propublica.org/article-120/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #120,https://abc7chicago.com/article-120/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #120,https://www.wbez.org/article-120/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #121,https://www.theguardian.com/article-121/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #121,https://www.propublica.org/article-121/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #121,https://abc7chicago.com/article-121/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #121,https://www.wbez.org/article-121/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #122,https://www.theguardian.com/article-122/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #122,https://www.propublica.org/article-122/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #122,https://abc7chicago.com/article-122/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #122,https://www.wbez.org/article-122/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #123,https://www.theguardian.com/article-123/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #123,https://www.propublica.org/article-123/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #123,https://abc7chicago.com/article-123/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #123,https://www.wbez.org/article-123/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #124,https://www.theguardian.com/article-124/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #124,https://www.propublica.org/article-124/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #124,https://abc7chicago.com/article-124/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #124,https://www.wbez.org/article-124/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #125,https://www.theguardian.com/article-125/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #125,https://www.propublica.org/article-125/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #125,https://abc7chicago.com/article-125/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #125,https://www.wbez.org/article-125/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
